page,section,slot,asset_id,library_file,variant,width,height,largest_webp,srcset_webp,srcset_avif,alt,caption,loading,fetchpriority,reuses_slot,review_flag
home,mining-operations-teaser,mining-teaser,A120,underground-mine-chamber-01.jpg,mobile-4x5,1024,1280,/images/home/underground-mine-chamber-01-mobile-4x5-1024w.webp,"/images/home/underground-mine-chamber-01-mobile-4x5-480w.webp 480w, /images/home/underground-mine-chamber-01-mobile-4x5-768w.webp 768w, /images/home/underground-mine-chamber-01-mobile-4x5-1024w.webp 1024w","/images/home/underground-mine-chamber-01-mobile-4x5-480w.avif 480w, /images/home/underground-mine-chamber-01-mobile-4x5-768w.avif 768w, /images/home/underground-mine-chamber-01-mobile-4x5-1024w.avif 1024w","Two workers inside a large underground chamber floored with broken white rock, with a blue drum and hoses.",Underground extraction chamber.,lazy,,,people - consent
home,sustainability-teaser,sustainability-teaser,A105,mine-site-01.jpg,card-4x3,709,532,/images/home/mine-site-01-card-4x3-709w.webp,"/images/home/mine-site-01-card-4x3-480w.webp 480w, /images/home/mine-site-01-card-4x3-709w.webp 709w","/images/home/mine-site-01-card-4x3-480w.avif 480w, /images/home/mine-site-01-card-4x3-709w.avif 709w","Hillside mine site with waste dumps, a chute and a small shed among green vegetation.",,lazy,,,
home,global-export,export-teaser,A064,jumbo-bags-container-loading-02.jpg,portrait-4x5,900,1125,/images/home/jumbo-bags-container-loading-02-portrait-4x5-900w.webp,"/images/home/jumbo-bags-container-loading-02-portrait-4x5-480w.webp 480w, /images/home/jumbo-bags-container-loading-02-portrait-4x5-768w.webp 768w, /images/home/jumbo-bags-container-loading-02-portrait-4x5-900w.webp 900w","/images/home/jumbo-bags-container-loading-02-portrait-4x5-480w.avif 480w, /images/home/jumbo-bags-container-loading-02-portrait-4x5-768w.avif 768w, /images/home/jumbo-bags-container-loading-02-portrait-4x5-900w.avif 900w",White jumbo bags stacked inside a blue shipping container.,Container loaded with bulk bags.,lazy,,,
talc,hero,talc-hero,A040,talc-lumps-stockpile-02.jpg,banner-16x9,1920,1080,/images/talc/talc-lumps-stockpile-02-banner-16x9-1920w.webp,"/images/talc/talc-lumps-stockpile-02-banner-16x9-480w.webp 480w, /images/talc/talc-lumps-stockpile-02-banner-16x9-768w.webp 768w, /images/talc/talc-lumps-stockpile-02-banner-16x9-1024w.webp 1024w, /images/talc/talc-lumps-stockpile-02-banner-16x9-1440w.webp 1440w, /images/talc/talc-lumps-stockpile-02-banner-16x9-1920w.webp 1920w","/images/talc/talc-lumps-stockpile-02-banner-16x9-480w.avif 480w, /images/talc/talc-lumps-stockpile-02-banner-16x9-768w.avif 768w, /images/talc/talc-lumps-stockpile-02-banner-16x9-1024w.avif 1024w, /images/talc/talc-lumps-stockpile-02-banner-16x9-1440w.avif 1440w, /images/talc/talc-lumps-stockpile-02-banner-16x9-1920w.avif 1920w","Men working on a stockpile of white talc lumps, one carrying a sack, with a truck behind.",,eager,high,,people - consent
talc,hero,talc-hero,A040,talc-lumps-stockpile-02.jpg,mobile-4x5,1229,1536,/images/talc/talc-lumps-stockpile-02-mobile-4x5-1229w.webp,"/images/talc/talc-lumps-stockpile-02-mobile-4x5-480w.webp 480w, /images/talc/talc-lumps-stockpile-02-mobile-4x5-768w.webp 768w, /images/talc/talc-lumps-stockpile-02-mobile-4x5-1024w.webp 1024w, /images/talc/talc-lumps-stockpile-02-mobile-4x5-1229w.webp 1229w","/images/talc/talc-lumps-stockpile-02-mobile-4x5-480w.avif 480w, /images/talc/talc-lumps-stockpile-02-mobile-4x5-768w.avif 768w, /images/talc/talc-lumps-stockpile-02-mobile-4x5-1024w.avif 1024w, /images/talc/talc-lumps-stockpile-02-mobile-4x5-1229w.avif 1229w","Men working on a stockpile of white talc lumps, one carrying a sack, with a truck behind.",,eager,high,,people - consent
talc,talc-lumps,talc-lumps-main,A070,talc-lumps-close-up-06.jpg,card-1x1,756,756,/images/talc/talc-lumps-close-up-06-card-1x1-756w.webp,"/images/talc/talc-lumps-close-up-06-card-1x1-480w.webp 480w, /images/talc/talc-lumps-close-up-06-card-1x1-756w.webp 756w","/images/talc/talc-lumps-close-up-06-card-1x1-480w.avif 480w, /images/talc/talc-lumps-close-up-06-card-1x1-756w.avif 756w","Close-up of white foliated talc lumps showing flat, layered plates.",Foliated structure typical of talc.,lazy,,,
talc,talc-lumps,talc-lumps-main,A070,talc-lumps-close-up-06.jpg,card-4x3,1008,756,/images/talc/talc-lumps-close-up-06-card-4x3-1008w.webp,"/images/talc/talc-lumps-close-up-06-card-4x3-480w.webp 480w, /images/talc/talc-lumps-close-up-06-card-4x3-768w.webp 768w, /images/talc/talc-lumps-close-up-06-card-4x3-1008w.webp 1008w","/images/talc/talc-lumps-close-up-06-card-4x3-480w.avif 480w, /images/talc/talc-lumps-close-up-06-card-4x3-768w.avif 768w, /images/talc/talc-lumps-close-up-06-card-4x3-1008w.avif 1008w","Close-up of white foliated talc lumps showing flat, layered plates.",Foliated structure typical of talc.,lazy,,,
talc,talc-lumps,talc-lumps-alt-1,A025,talc-lumps-close-up-04.jpg,card-1x1,768,768,/images/talc/talc-lumps-close-up-04-card-1x1-768w.webp,"/images/talc/talc-lumps-close-up-04-card-1x1-480w.webp 480w, /images/talc/talc-lumps-close-up-04-card-1x1-768w.webp 768w","/images/talc/talc-lumps-close-up-04-card-1x1-480w.avif 480w, /images/talc/talc-lumps-close-up-04-card-1x1-768w.avif 768w",Full-frame view of flaky white talc lumps.,,lazy,,,
talc,talc-lumps,talc-lumps-alt-1,A025,talc-lumps-close-up-04.jpg,card-4x3,1024,768,/images/talc/talc-lumps-close-up-04-card-4x3-1024w.webp,"/images/talc/talc-lumps-close-up-04-card-4x3-480w.webp 480w, /images/talc/talc-lumps-close-up-04-card-4x3-768w.webp 768w, /images/talc/talc-lumps-close-up-04-card-4x3-1024w.webp 1024w","/images/talc/talc-lumps-close-up-04-card-4x3-480w.avif 480w, /images/talc/talc-lumps-close-up-04-card-4x3-768w.avif 768w, /images/talc/talc-lumps-close-up-04-card-4x3-1024w.avif 1024w",Full-frame view of flaky white talc lumps.,,lazy,,,
talc,talc-lumps,talc-lumps-alt-2,A013,talc-lumps-close-up-03.jpg,card-1x1,960,960,/images/talc/talc-lumps-close-up-03-card-1x1-960w.webp,"/images/talc/talc-lumps-close-up-03-card-1x1-480w.webp 480w, /images/talc/talc-lumps-close-up-03-card-1x1-768w.webp 768w, /images/talc/talc-lumps-close-up-03-card-1x1-960w.webp 960w","/images/talc/talc-lumps-close-up-03-card-1x1-480w.avif 480w, /images/talc/talc-lumps-close-up-03-card-1x1-768w.avif 768w, /images/talc/talc-lumps-close-up-03-card-1x1-960w.avif 960w","Close-up of pale, slightly translucent talc lumps.",,lazy,,,
talc,talc-lumps,talc-lumps-alt-2,A013,talc-lumps-close-up-03.jpg,card-4x3,960,720,/images/talc/talc-lumps-close-up-03-card-4x3-960w.webp,"/images/talc/talc-lumps-close-up-03-card-4x3-480w.webp 480w, /images/talc/talc-lumps-close-up-03-card-4x3-768w.webp 768w, /images/talc/talc-lumps-close-up-03-card-4x3-960w.webp 960w","/images/talc/talc-lumps-close-up-03-card-4x3-480w.avif 480w, /images/talc/talc-lumps-close-up-03-card-4x3-768w.avif 768w, /images/talc/talc-lumps-close-up-03-card-4x3-960w.avif 960w","Close-up of pale, slightly translucent talc lumps.",,lazy,,,
talc,talc-lumps,talc-lumps-alt-3,A295,talc-lumps-close-up-08.png,card-1x1,395,395,/images/talc/talc-lumps-close-up-08-card-1x1-395w.webp,/images/talc/talc-lumps-close-up-08-card-1x1-395w.webp 395w,/images/talc/talc-lumps-close-up-08-card-1x1-395w.avif 395w,Close-up of flaky white talc lumps.,,lazy,,,
talc,talc-lumps,talc-lumps-alt-3,A295,talc-lumps-close-up-08.png,card-4x3,480,360,/images/talc/talc-lumps-close-up-08-card-4x3-480w.webp,/images/talc/talc-lumps-close-up-08-card-4x3-480w.webp 480w,/images/talc/talc-lumps-close-up-08-card-4x3-480w.avif 480w,Close-up of flaky white talc lumps.,,lazy,,,
talc,talc-lumps,talc-lumps-alt-4,A032,talc-lumps-close-up-05.jpg,card-4x3,720,540,/images/talc/talc-lumps-close-up-05-card-4x3-720w.webp,"/images/talc/talc-lumps-close-up-05-card-4x3-480w.webp 480w, /images/talc/talc-lumps-close-up-05-card-4x3-720w.webp 720w","/images/talc/talc-lumps-close-up-05-card-4x3-480w.avif 480w, /images/talc/talc-lumps-close-up-05-card-4x3-720w.avif 720w",Hand holding a flaky white talc lump above a pile of talc.,,lazy,,,
talc,colour-grades,talc-colour-grades,A270,talc-lumps-colour-grades-01.png,original,886,309,/images/talc/talc-lumps-colour-grades-01-886w.webp,"/images/talc/talc-lumps-colour-grades-01-480w.webp 480w, /images/talc/talc-lumps-colour-grades-01-768w.webp 768w, /images/talc/talc-lumps-colour-grades-01-886w.webp 886w","/images/talc/talc-lumps-colour-grades-01-480w.avif 480w, /images/talc/talc-lumps-colour-grades-01-768w.avif 768w, /images/talc/talc-lumps-colour-grades-01-886w.avif 886w","Four talc lump samples shown side by side: coffee, white, grey and green.",Natural colour variations of talc lumps.,lazy,,,
talc,talc-powder,talc-powder-bag,A204,talc-powder-25kg-bag-skz-01.jpg,portrait-4x5,480,600,/images/home/talc-powder-25kg-bag-skz-01-portrait-4x5-480w.webp,/images/home/talc-powder-25kg-bag-skz-01-portrait-4x5-480w.webp 480w,/images/home/talc-powder-25kg-bag-skz-01-portrait-4x5-480w.avif 480w,25 kg SKZ Soap Stone / Talc Powder bag with product label.,Talc powder packed in 25 kg bags.,lazy,,product-card-talc-powder,
talc,talc-powder,talc-powder-bags-stacked,A213,talc-powder-bags-stacked-skz-01.jpg,portrait-4x5,480,600,/images/talc/talc-powder-bags-stacked-skz-01-portrait-4x5-480w.webp,/images/talc/talc-powder-bags-stacked-skz-01-portrait-4x5-480w.webp 480w,/images/talc/talc-powder-bags-stacked-skz-01-portrait-4x5-480w.avif 480w,Stack of wrapped SKZ Soap Stone Talc Powder bags.,,lazy,,,
talc,lab-reports,lab-report-agam-02,A091,talc-laboratory-analysis-report-01.jpg,original,1275,1650,/images/talc/talc-laboratory-analysis-report-01-1275w.webp,"/images/talc/talc-laboratory-analysis-report-01-480w.webp 480w, /images/talc/talc-laboratory-analysis-report-01-768w.webp 768w, /images/talc/talc-laboratory-analysis-report-01-1024w.webp 1024w, /images/talc/talc-laboratory-analysis-report-01-1275w.webp 1275w","/images/talc/talc-laboratory-analysis-report-01-480w.avif 480w, /images/talc/talc-laboratory-analysis-report-01-768w.avif 768w, /images/talc/talc-laboratory-analysis-report-01-1024w.avif 1024w, /images/talc/talc-laboratory-analysis-report-01-1275w.avif 1275w",Scanned SKZ Laboratory Peshawar analysis report for a talc mesh powder sample.,Laboratory analysis report for talc mesh powder.,lazy,,,
talc,lab-reports,lab-report-dd,A092,talc-laboratory-analysis-report-02.jpg,original,1275,1650,/images/talc/talc-laboratory-analysis-report-02-1275w.webp,"/images/talc/talc-laboratory-analysis-report-02-480w.webp 480w, /images/talc/talc-laboratory-analysis-report-02-768w.webp 768w, /images/talc/talc-laboratory-analysis-report-02-1024w.webp 1024w, /images/talc/talc-laboratory-analysis-report-02-1275w.webp 1275w","/images/talc/talc-laboratory-analysis-report-02-480w.avif 480w, /images/talc/talc-laboratory-analysis-report-02-768w.avif 768w, /images/talc/talc-laboratory-analysis-report-02-1024w.avif 1024w, /images/talc/talc-laboratory-analysis-report-02-1275w.avif 1275w",Scanned SKZ Laboratory Peshawar analysis report for a talc powder sample above 400 mesh.,,lazy,,,
talc,origins,talc-origins,A317,talc-origins-diagram-01.png,original,582,351,/images/talc/talc-origins-diagram-01-582w.webp,"/images/talc/talc-origins-diagram-01-480w.webp 480w, /images/talc/talc-origins-diagram-01-582w.webp 582w","/images/talc/talc-origins-diagram-01-480w.avif 480w, /images/talc/talc-origins-diagram-01-582w.avif 582w","Diagram of talc types: Afghan talc from Khogyani, Agam and Shinwari; Pakistani talc from Haripur, Parachinar and Chitral.",,lazy,,,
mining-operations,hero,mining-hero,A089,underground-mine-01.jpg,banner-16x9,1920,1080,/images/mining-operations/underground-mine-01-banner-16x9-1920w.webp,"/images/mining-operations/underground-mine-01-banner-16x9-480w.webp 480w, /images/mining-operations/underground-mine-01-banner-16x9-768w.webp 768w, /images/mining-operations/underground-mine-01-banner-16x9-1024w.webp 1024w, /images/mining-operations/underground-mine-01-banner-16x9-1440w.webp 1440w, /images/mining-operations/underground-mine-01-banner-16x9-1920w.webp 1920w","/images/mining-operations/underground-mine-01-banner-16x9-480w.avif 480w, /images/mining-operations/underground-mine-01-banner-16x9-768w.avif 768w, /images/mining-operations/underground-mine-01-banner-16x9-1024w.avif 1024w, /images/mining-operations/underground-mine-01-banner-16x9-1440w.avif 1440w, /images/mining-operations/underground-mine-01-banner-16x9-1920w.avif 1920w","Miners inside a timber-supported underground adit, one holding a headlamp.",Timber-supported underground adit.,eager,high,,people - consent
mining-operations,hero,mining-hero,A089,underground-mine-01.jpg,mobile-4x5,1920,2400,/images/mining-operations/underground-mine-01-mobile-4x5-1920w.webp,"/images/mining-operations/underground-mine-01-mobile-4x5-480w.webp 480w, /images/mining-operations/underground-mine-01-mobile-4x5-768w.webp 768w, /images/mining-operations/underground-mine-01-mobile-4x5-1024w.webp 1024w, /images/mining-operations/underground-mine-01-mobile-4x5-1440w.webp 1440w, /images/mining-operations/underground-mine-01-mobile-4x5-1920w.webp 1920w","/images/mining-operations/underground-mine-01-mobile-4x5-480w.avif 480w, /images/mining-operations/underground-mine-01-mobile-4x5-768w.avif 768w, /images/mining-operations/underground-mine-01-mobile-4x5-1024w.avif 1024w, /images/mining-operations/underground-mine-01-mobile-4x5-1440w.avif 1440w, /images/mining-operations/underground-mine-01-mobile-4x5-1920w.avif 1920w","Miners inside a timber-supported underground adit, one holding a headlamp.",Timber-supported underground adit.,eager,high,,people - consent
mining-operations,exploration,exploration-1,A083,geological-survey-rock-face-kurram-01.jpg,card-4x3,1920,1440,/images/mining-operations/geological-survey-rock-face-kurram-01-card-4x3-1920w.webp,"/images/mining-operations/geological-survey-rock-face-kurram-01-card-4x3-480w.webp 480w, /images/mining-operations/geological-survey-rock-face-kurram-01-card-4x3-768w.webp 768w, /images/mining-operations/geological-survey-rock-face-kurram-01-card-4x3-1024w.webp 1024w, /images/mining-operations/geological-survey-rock-face-kurram-01-card-4x3-1440w.webp 1440w, /images/mining-operations/geological-survey-rock-face-kurram-01-card-4x3-1920w.webp 1920w","/images/mining-operations/geological-survey-rock-face-kurram-01-card-4x3-480w.avif 480w, /images/mining-operations/geological-survey-rock-face-kurram-01-card-4x3-768w.avif 768w, /images/mining-operations/geological-survey-rock-face-kurram-01-card-4x3-1024w.avif 1024w, /images/mining-operations/geological-survey-rock-face-kurram-01-card-4x3-1440w.avif 1440w, /images/mining-operations/geological-survey-rock-face-kurram-01-card-4x3-1920w.avif 1920w",Two geologists at the base of a large folded orange-brown rock face.,Geological survey of an exposed rock formation.,lazy,,,people - consent
mining-operations,exploration,exploration-2,A142,geologist-field-survey-kurram-01.jpg,card-4x3,1440,1080,/images/mining-operations/geologist-field-survey-kurram-01-card-4x3-1440w.webp,"/images/mining-operations/geologist-field-survey-kurram-01-card-4x3-480w.webp 480w, /images/mining-operations/geologist-field-survey-kurram-01-card-4x3-768w.webp 768w, /images/mining-operations/geologist-field-survey-kurram-01-card-4x3-1024w.webp 1024w, /images/mining-operations/geologist-field-survey-kurram-01-card-4x3-1440w.webp 1440w","/images/mining-operations/geologist-field-survey-kurram-01-card-4x3-480w.avif 480w, /images/mining-operations/geologist-field-survey-kurram-01-card-4x3-768w.avif 768w, /images/mining-operations/geologist-field-survey-kurram-01-card-4x3-1024w.avif 1024w, /images/mining-operations/geologist-field-survey-kurram-01-card-4x3-1440w.avif 1440w",Geologist with backpack and field notes standing at a white rock face.,,lazy,,,people - consent
mining-operations,exploration,exploration-3,A084,geological-compass-measurement-01.jpg,card-4x3,1920,1440,/images/mining-operations/geological-compass-measurement-01-card-4x3-1920w.webp,"/images/mining-operations/geological-compass-measurement-01-card-4x3-480w.webp 480w, /images/mining-operations/geological-compass-measurement-01-card-4x3-768w.webp 768w, /images/mining-operations/geological-compass-measurement-01-card-4x3-1024w.webp 1024w, /images/mining-operations/geological-compass-measurement-01-card-4x3-1440w.webp 1440w, /images/mining-operations/geological-compass-measurement-01-card-4x3-1920w.webp 1920w","/images/mining-operations/geological-compass-measurement-01-card-4x3-480w.avif 480w, /images/mining-operations/geological-compass-measurement-01-card-4x3-768w.avif 768w, /images/mining-operations/geological-compass-measurement-01-card-4x3-1024w.avif 1024w, /images/mining-operations/geological-compass-measurement-01-card-4x3-1440w.avif 1440w, /images/mining-operations/geological-compass-measurement-01-card-4x3-1920w.avif 1920w",Hand holding a geological compass-clinometer to measure rock orientation in low light.,Measuring strike and dip during a survey.,lazy,,,
mining-operations,exploration,exploration-4,A139,field-exploration-team-01.jpg,card-4x3,1440,1080,/images/mining-operations/field-exploration-team-01-card-4x3-1440w.webp,"/images/mining-operations/field-exploration-team-01-card-4x3-480w.webp 480w, /images/mining-operations/field-exploration-team-01-card-4x3-768w.webp 768w, /images/mining-operations/field-exploration-team-01-card-4x3-1024w.webp 1024w, /images/mining-operations/field-exploration-team-01-card-4x3-1440w.webp 1440w","/images/mining-operations/field-exploration-team-01-card-4x3-480w.avif 480w, /images/mining-operations/field-exploration-team-01-card-4x3-768w.avif 768w, /images/mining-operations/field-exploration-team-01-card-4x3-1024w.avif 1024w, /images/mining-operations/field-exploration-team-01-card-4x3-1440w.avif 1440w",Field team with backpacks among boulders on a forested mountain slope.,Field exploration in mountain terrain.,lazy,,,people - consent
mining-operations,extraction,extraction-1,A085,mine-adit-entrance-01.jpg,banner-16x9,1920,1080,/images/home/mine-adit-entrance-01-banner-16x9-1920w.webp,"/images/home/mine-adit-entrance-01-banner-16x9-480w.webp 480w, /images/home/mine-adit-entrance-01-banner-16x9-768w.webp 768w, /images/home/mine-adit-entrance-01-banner-16x9-1024w.webp 1024w, /images/home/mine-adit-entrance-01-banner-16x9-1440w.webp 1440w, /images/home/mine-adit-entrance-01-banner-16x9-1920w.webp 1920w","/images/home/mine-adit-entrance-01-banner-16x9-480w.avif 480w, /images/home/mine-adit-entrance-01-banner-16x9-768w.avif 768w, /images/home/mine-adit-entrance-01-banner-16x9-1024w.avif 1024w, /images/home/mine-adit-entrance-01-banner-16x9-1440w.avif 1440w, /images/home/mine-adit-entrance-01-banner-16x9-1920w.avif 1920w",Men gathered at the entrance of an adit cut into a white rock cliff among pine trees.,Entrance to an underground working in a white rock cliff.,lazy,,hero-alt-slide,people - consent
mining-operations,extraction,extraction-1,A085,mine-adit-entrance-01.jpg,mobile-4x5,1920,2400,/images/home/mine-adit-entrance-01-mobile-4x5-1920w.webp,"/images/home/mine-adit-entrance-01-mobile-4x5-480w.webp 480w, /images/home/mine-adit-entrance-01-mobile-4x5-768w.webp 768w, /images/home/mine-adit-entrance-01-mobile-4x5-1024w.webp 1024w, /images/home/mine-adit-entrance-01-mobile-4x5-1440w.webp 1440w, /images/home/mine-adit-entrance-01-mobile-4x5-1920w.webp 1920w","/images/home/mine-adit-entrance-01-mobile-4x5-480w.avif 480w, /images/home/mine-adit-entrance-01-mobile-4x5-768w.avif 768w, /images/home/mine-adit-entrance-01-mobile-4x5-1024w.avif 1024w, /images/home/mine-adit-entrance-01-mobile-4x5-1440w.avif 1440w, /images/home/mine-adit-entrance-01-mobile-4x5-1920w.avif 1920w",Men gathered at the entrance of an adit cut into a white rock cliff among pine trees.,Entrance to an underground working in a white rock cliff.,lazy,,hero-alt-slide,people - consent
